Numero do Pacote,Conteudo,Erro Instantaneo
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,,0.0
6,X,16.67
7,0,14.29
8,X,25.0
9,X,33.33
10,0,30.0
11,X,36.36
12,X,41.67
13,X,46.15
14,0,42.86
15,X,46.67
16,X,50.0
17,X,52.94
18,X,55.56
19,X,57.89
20,0,55.0
